name,slug,region,category,description,short_description,highlights,best_season,best_months,difficulty,min_days,max_days,base_price_per_day,image_url,latitude,longitude,tags,is_featured
Sarangkot sunrise and paragliding,sarangkot-sunrise-and-paragliding,Hilly,Adventure,"Sarangkot sunrise and paragliding is a popular adventure destination in the Hilly region of Nepal. Known for its hills, mountains, hiking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Sarangkot sunrise and paragliding — a beautiful adventure destination in Nepal.,Hills|Mountains|Hiking|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/sarangkot-sunrise-and-paragliding.jpg,29.4493,85.4824,"hills,mountains,hiking",False
Jangchub Choeling Monastery,jangchub-choeling-monastery,Hilly,Cultural,"Jangchub Choeling Monastery is a popular cultural destination in the Hilly region of Nepal. Known for its buddhist, monastery, gumba, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Jangchub Choeling Monastery — a beautiful cultural destination in Nepal.,Buddhist|Monastery|Gumba|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/jangchub-choeling-monastery.jpg,28.6507,83.3888,"buddhist,monastery,gumba",False
Pokhara Disneyland,pokhara-disneyland,Hilly,Nature,"Pokhara Disneyland is a popular nature destination in the Hilly region of Nepal. Known for its park, landmark, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Pokhara Disneyland — a beautiful nature destination in Nepal.,Park|Landmark,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3000,/images/destinations/pokhara-disneyland.jpg,28.9562,85.2014,"park,landmark",True
Mardi Himal,mardi-himal,Hilly,Adventure,"Mardi Himal is a popular adventure destination in the Hilly region of Nepal. Known for its mountains, trekking, climbing, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Mardi Himal — a beautiful adventure destination in Nepal.,Mountains|Trekking|Climbing,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/mardi-himal.jpg,26.8086,80.0831,"mountains,trekking,climbing",False
Ghandruk Village,ghandruk-village,Hilly,Nature,"Ghandruk Village is a popular nature destination in the Hilly region of Nepal. Known for its mountains, hills, trekking, hiking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Ghandruk Village — a beautiful nature destination in Nepal.,Mountains|Hills|Trekking|Hiking|Village,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3000,/images/destinations/ghandruk-village.jpg,28.6869,83.5886,"mountains,hills,trekking,hiking,village",False
Annapurna Sanctuary Trek,annapurna-sanctuary-trek,Hilly,Adventure,"Annapurna Sanctuary Trek is a popular adventure destination in the Hilly region of Nepal. Known for its Mountains, trekking, climbing, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Annapurna Sanctuary Trek — a beautiful adventure destination in Nepal.,Mountains|Trekking|Climbing,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/annapurna-sanctuary-trek.jpg,27.7622,86.7891,"mountains,trekking,climbing",True
Ghorepani Poon Hill Trek,ghorepani-poon-hill-trek,Hilly,Nature,"Ghorepani Poon Hill Trek is a popular nature destination in the Hilly region of Nepal. Known for its Hills, trekking, hiking, mountains, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Ghorepani Poon Hill Trek — a beautiful nature destination in Nepal.,Hills|Trekking|Hiking|Mountains,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3000,/images/destinations/ghorepani-poon-hill-trek.jpg,26.5609,85.6549,"hills,trekking,hiking,mountains",False
Annapurna Conservation Area,annapurna-conservation-area,Hilly,Wildlife,"Annapurna Conservation Area is a popular wildlife destination in the Hilly region of Nepal. Known for its national park, scenery, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking wildlife experiences.",Explore Annapurna Conservation Area — a beautiful wildlife destination in Nepal.,National Park|Scenery,Autumn (Sep-Nov),"1,2,3,10,11,12",Easy,2,5,4000,/images/destinations/annapurna-conservation-area.jpg,29.2082,85.5705,"national park,scenery",True
Machapuchhre Base Camp Trek,machapuchhre-base-camp-trek,Hilly,Nature,"Machapuchhre Base Camp Trek is a popular nature destination in the Hilly region of Nepal. Known for its hills, mountains, trekking, hiking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Machapuchhre Base Camp Trek — a beautiful nature destination in Nepal.,Hills|Mountains|Trekking|Hiking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3000,/images/destinations/machapuchhre-base-camp-trek.jpg,29.1048,87.8551,"hills,mountains,trekking,hiking",False
Beshi Sahar,beshi-sahar,Hilly,Nature,"Beshi Sahar is a popular nature destination in the Hilly region of Nepal. Known for its city, river, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Beshi Sahar — a beautiful nature destination in Nepal.,City|River,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/beshi-sahar.jpg,29.356,82.6678,"city,river",False
Ghale Gaon,ghale-gaon,Hilly,Nature,"Ghale Gaon is a popular nature destination in the Hilly region of Nepal. Known for its Village, hills, mountains, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Ghale Gaon — a beautiful nature destination in Nepal.,Village|Hills|Mountains|Trekking|Hiking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/ghale-gaon.jpg,28.2004,82.055,"village,hills,mountains,trekking,hiking",False
Bhujung,bhujung,Hilly,Nature,"Bhujung is a popular nature destination in the Hilly region of Nepal. Known for its village, hills, hiking, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Bhujung — a beautiful nature destination in Nepal.,Village|Hills|Hiking|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/bhujung.jpg,27.8692,87.94,"village,hills,hiking,trekking",False
Ilampokhari,ilampokhari,Hilly,Nature,"Ilampokhari is a popular nature destination in the Hilly region of Nepal. Known for its village, hills, hiking, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Ilampokhari — a beautiful nature destination in Nepal.,Village|Hills|Hiking|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/ilampokhari.jpg,27.0804,87.3397,"village,hills,hiking,trekking",False
Barha Pokhari,barha-pokhari,Hilly,Cultural,"Barha Pokhari is a popular cultural destination in the Hilly region of Nepal. Known for its pond, lake, hiking, pilgrimage, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Barha Pokhari — a beautiful cultural destination in Nepal.,Pond|Lake|Hiking|Pilgrimage|Hindu|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Moderate,1,4,3000,/images/destinations/barha-pokhari.jpg,26.5318,85.3886,"pond,lake,hiking,pilgrimage,hindu",False
Marshyandi,marshyandi,Hilly,Adventure,"Marshyandi is a popular adventure destination in the Hilly region of Nepal. Known for its rafting, river, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Marshyandi — a beautiful adventure destination in Nepal.,Rafting|River|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/marshyandi.jpg,26.6705,83.0587,"rafting,river",False
Khudi,khudi,Hilly,Nature,"Khudi is a popular nature destination in the Hilly region of Nepal. Known for its village, hills, hiking, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Khudi — a beautiful nature destination in Nepal.,Village|Hills|Hiking|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/khudi.jpg,26.5593,86.6259,"village,hills,hiking,trekking",False
Bhulbhule,bhulbhule,Hilly,Nature,"Bhulbhule is a popular nature destination in the Hilly region of Nepal. Known for its village, hills, hiking, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Bhulbhule — a beautiful nature destination in Nepal.,Village|Hills|Hiking|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/bhulbhule.jpg,26.5329,81.9443,"village,hills,hiking,trekking",False
Bahun Dada (Hill),bahun-dada-hill,Hilly,Nature,"Bahun Dada (Hill) is a popular nature destination in the Hilly region of Nepal. Known for its village, hills, hiking, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Bahun Dada (Hill) — a beautiful nature destination in Nepal.,Village|Hills|Hiking|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/bahun-dada-hill.jpg,28.563,85.4608,"village,hills,hiking,trekking",False
Dharme Beshi,dharme-beshi,Hilly,Nature,"Dharme Beshi is a popular nature destination in the Hilly region of Nepal. Known for its village, hills, hiking, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Dharme Beshi — a beautiful nature destination in Nepal.,Village|Hills|Hiking|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/dharme-beshi.jpg,27.1772,86.4111,"village,hills,hiking,trekking",False
Jagat,jagat,Hilly,Nature,"Jagat is a popular nature destination in the Hilly region of Nepal. Known for its village, hills, hiking, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Jagat — a beautiful nature destination in Nepal.,Village|Hills|Hiking|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/jagat.jpg,28.969,84.8593,"village,hills,hiking,trekking",False
Bhote Odar,bhote-odar,Hilly,Nature,"Bhote Odar is a popular nature destination in the Hilly region of Nepal. Known for its village, hills, hiking, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Bhote Odar — a beautiful nature destination in Nepal.,Village|Hills|Hiking|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/bhote-odar.jpg,27.454,85.4729,"village,hills,hiking,trekking",False
Dudhpokhari,dudhpokhari,Hilly,Nature,"Dudhpokhari is a popular nature destination in the Hilly region of Nepal. Known for its village, hills, hiking, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Dudhpokhari — a beautiful nature destination in Nepal.,Village|Hills|Hiking|Trekking|Hindu,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/dudhpokhari.jpg,27.9791,80.8123,"village,hills,hiking,trekking,hindu,pilgrimage,pond",False
Annapurna Second,annapurna-second,Hilly,Adventure,"Annapurna Second is a popular adventure destination in the Hilly region of Nepal. Known for its mountain, climbing, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Annapurna Second — a beautiful adventure destination in Nepal.,Mountain|Climbing|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/annapurna-second.jpg,26.9794,85.472,"mountain,climbing,trekking",True
Boudha Mountain,boudha-mountain,Hilly,Adventure,"Boudha Mountain is a popular adventure destination in the Hilly region of Nepal. Known for its mountain, climbing, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Boudha Mountain — a beautiful adventure destination in Nepal.,Mountain|Climbing|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,3,7,5000,/images/destinations/boudha-mountain.jpg,28.7294,82.9922,"mountain,climbing,trekking",False
Himalchuli Mountain,himalchuli-mountain,Hilly,Adventure,"Himalchuli Mountain is a popular adventure destination in the Hilly region of Nepal. Known for its mountain, climbing, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Himalchuli Mountain — a beautiful adventure destination in Nepal.,Mountain|Climbing|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/himalchuli-mountain.jpg,29.4109,80.637,"mountain,climbing,trekking",False
Byas Gufa (Cave),byas-gufa-cave,Hilly,Cultural,"Byas Gufa (Cave) is a popular cultural destination in the Hilly region of Nepal. Known for its hindu, temple, cave, history, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Byas Gufa (Cave) — a beautiful cultural destination in Nepal.,Hindu|Temple|Cave|History|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/byas-gufa-cave.jpg,27.176,87.935,"hindu,temple,cave,history",False
Bandipur,bandipur,Hilly,Cultural,"Bandipur is a popular cultural destination in the Hilly region of Nepal. Known for its village, hills, history, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Bandipur — a beautiful cultural destination in Nepal.,Village|Hills|History|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/bandipur.jpg,27.8766,83.4891,"village,hills,history",True
